Index,Nome do Repository,URL,Total de Estrelas,Data da criacao,Data da ultima atualizacao,Total de Issues,Total de Issues Fechadas,Idade do repositorio (dias),Total de Pull Requests,Total de Releases,Data da ultima atualizacao,Linguagem primaria,Percentual de issues fechadas
520,whisper.cpp,https://github.com/ggerganov/whisper.cpp,33992,25/09/2022 18:26:37,21/08/2024 08:07:13,1277,639,700,694,17,4,C,50.04%
521,clipboard.js,https://github.com/zenorocha/clipboard.js,33959,18/09/2015 23:04:55,10/12/2022 15:13:04,625,616,3263,230,42,624,JavaScript,98.56%
522,v2rayNG,https://github.com/2dust/v2rayNG,33959,15/05/2019 02:15:31,17/08/2024 11:46:20,2737,2699,1929,345,187,8,Kotlin,98.61%
523,typeorm,https://github.com/typeorm/typeorm,33905,29/02/2016 07:41:14,28/03/2024 15:06:13,8124,5732,3100,2905,32,150,TypeScript,70.56%
524,AI-For-Beginners,https://github.com/microsoft/AI-For-Beginners,33834,03/03/2021 16:27:36,23/08/2024 09:11:04,111,92,1271,249,0,2,Jupyter Notebook,82.88%
525,formik,https://github.com/jaredpalmer/formik,33831,14/06/2017 19:50:59,24/04/2024 22:21:21,2239,1550,2629,1331,196,123,TypeScript,69.23%
526,vim-plug,https://github.com/junegunn/vim-plug,33819,10/09/2013 14:58:51,09/07/2024 11:09:41,1018,954,4002,260,8,47,Vim Script,93.71%
527,12306,https://github.com/testerSunshine/12306,33733,17/05/2017 12:23:40,04/01/2021 08:13:09,691,466,2657,146,1,1329,Python,67.44%
528,pandoc,https://github.com/jgm/pandoc,33724,20/03/2010 20:34:23,23/08/2024 19:20:43,7570,6518,5272,2045,137,2,Haskell,86.1%
529,google-research,https://github.com/google-research/google-research,33693,04/10/2018 18:42:48,25/08/2024 19:26:00,1230,324,2152,862,0,0,Jupyter Notebook,26.34%
530,metasploit-framework,https://github.com/rapid7/metasploit-framework,33638,30/08/2011 06:13:20,23/08/2024 13:26:13,6024,5622,4744,12960,0,2,Ruby,93.33%
531,gold-miner,https://github.com/xitu/gold-miner,33627,04/11/2015 03:29:13,21/01/2024 07:30:23,5591,5586,3217,3933,0,217,No primary language,99.91%
532,Files,https://github.com/files-community/Files,33557,04/01/2019 18:19:14,25/08/2024 17:20:46,9916,9440,2060,5858,116,0,C#,95.2%
533,shadowsocks,https://github.com/shadowsocks/shadowsocks,33547,20/04/2012 13:10:49,22/08/2015 02:45:55,0,0,4510,162,2,3291,Python,0%
534,compose,https://github.com/docker/compose,33434,09/12/2013 11:40:58,22/08/2024 13:12:30,7622,7392,3912,4259,230,3,Go,96.98%
535,zig,https://github.com/ziglang/zig,33410,06/08/2015 00:51:28,25/08/2024 21:49:53,11144,8231,3307,9971,18,0,Zig,73.86%
536,HanLP,https://github.com/hankcs/HanLP,33355,09/10/2014 06:36:16,22/08/2024 01:09:40,1408,1399,3608,134,57,3,Python,99.36%
537,AFNetworking,https://github.com/AFNetworking/AFNetworking,33336,31/05/2011 21:28:44,17/01/2023 19:30:02,0,0,4835,1517,40,586,Objective-C,0%
538,Summer2025-Internships,https://github.com/SimplifyJobs/Summer2025-Internships,33285,23/05/2020 20:53:18,25/08/2024 20:00:38,2271,2264,1555,1932,0,0,No primary language,99.69%
539,brackets,https://github.com/adobe/brackets,33266,07/12/2011 21:14:40,18/03/2021 13:52:19,9683,7066,4645,5602,69,1256,JavaScript,72.97%
540,awesome-javascript,https://github.com/sorrycc/awesome-javascript,33258,01/07/2014 15:59:02,21/07/2024 16:17:01,89,86,3708,792,0,35,No primary language,96.63%
541,cli,https://github.com/httpie/cli,33214,25/02/2012 12:39:13,10/07/2024 14:24:03,869,713,4565,609,46,46,Python,82.05%
542,netty,https://github.com/netty/netty,33207,09/11/2010 09:22:21,23/08/2024 18:02:19,6435,5874,5038,7604,0,2,Java,91.28%
543,AndroidUtilCode,https://github.com/Blankj/AndroidUtilCode,33190,30/07/2016 18:18:32,11/05/2024 02:54:17,1571,1277,2948,217,117,106,Java,81.29%
544,fd,https://github.com/sharkdp/fd,33140,09/05/2017 21:27:10,22/08/2024 19:27:40,854,758,2665,697,40,3,Rust,88.76%
545,awesome-compose,https://github.com/docker/awesome-compose,33128,13/02/2020 08:51:42,18/05/2024 09:08:07,112,39,1655,389,0,99,HTML,34.82%
546,EasySpider,https://github.com/NaiboWang/EasySpider,33098,18/07/2020 02:41:27,24/08/2024 09:42:31,471,388,1499,49,9,1,JavaScript,82.38%
547,react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,33083,09/08/2017 03:37:15,03/04/2024 23:35:40,1601,1043,2573,970,68,143,JavaScript,65.15%
548,Awesome-Design-Tools,https://github.com/goabstract/Awesome-Design-Tools,33030,12/02/2019 13:55:30,28/09/2020 16:30:13,34,25,2021,392,0,1427,JavaScript,73.53%
549,REKCARC-TSC-UHT,https://github.com/PKUanonym/REKCARC-TSC-UHT,32999,05/04/2019 03:31:23,23/07/2024 16:09:42,31,30,1969,172,0,33,HTML,96.77%
550,jieba,https://github.com/fxsjy/jieba,32998,29/09/2012 07:52:01,15/02/2020 08:33:35,850,227,4348,167,9,1653,Python,26.71%
551,halo,https://github.com/halo-dev/halo,32987,21/03/2018 12:56:52,25/08/2024 15:11:11,3808,3462,2349,2359,182,0,Java,90.91%
552,jellyfin,https://github.com/jellyfin/jellyfin,32966,09/12/2018 06:36:45,25/08/2024 06:46:42,6232,5747,2086,5109,77,0,C#,92.22%
553,gulp,https://github.com/gulpjs/gulp,32959,04/07/2013 05:26:06,08/04/2024 04:15:08,1928,1904,4070,677,23,139,JavaScript,98.76%
554,TTS,https://github.com/coqui-ai/TTS,32955,20/05/2020 15:45:28,10/02/2024 14:20:58,1089,1024,1558,744,98,197,Python,94.03%
555,XX-Net,https://github.com/XX-net/XX-Net,32948,15/01/2015 09:35:51,11/06/2024 04:08:20,13285,5395,3510,485,388,75,Python,40.61%
556,immutable-js,https://github.com/immutable-js/immutable-js,32910,02/07/2014 06:02:29,22/07/2024 13:43:18,1239,1135,3707,768,80,34,TypeScript,91.61%
557,daisyui,https://github.com/saadeghi/daisyui,32858,28/11/2020 22:57:27,25/08/2024 21:59:24,1568,1489,1365,373,41,0,Svelte,94.96%
558,appsmith,https://github.com/appsmithorg/appsmith,32855,30/06/2020 04:07:36,24/08/2024 07:58:34,20623,16909,1517,15084,238,1,TypeScript,81.99%
559,spring-boot-demo,https://github.com/xkcoding/spring-boot-demo,32777,10/11/2017 06:27:29,02/09/2022 05:41:27,165,73,2480,90,0,723,Java,44.24%
560,ray,https://github.com/ray-project/ray,32770,25/10/2016 19:38:30,24/08/2024 00:19:14,18259,14829,2861,28767,90,1,Python,81.21%
561,fiber,https://github.com/gofiber/fiber,32761,16/01/2020 03:59:20,22/08/2024 06:23:03,1404,1315,1683,1672,122,3,Go,93.66%
562,marked,https://github.com/markedjs/marked,32656,24/07/2011 13:15:51,19/08/2024 16:10:52,1491,1468,4781,1808,133,6,JavaScript,98.46%
563,zod,https://github.com/colinhacks/zod,32633,07/03/2020 20:59:08,17/08/2024 06:21:36,1917,1531,1632,830,89,8,TypeScript,79.86%
564,LeetCode-Go,https://github.com/halfrost/LeetCode-Go,32616,18/07/2017 00:06:14,22/06/2024 07:06:36,76,62,2595,201,4,64,Go,81.58%
565,zxing,https://github.com/zxing/zxing,32589,12/10/2011 14:07:27,02/08/2024 01:57:31,1275,1269,4701,476,31,23,Java,99.53%
566,WeChatMsg,https://github.com/LC044/WeChatMsg,32576,11/01/2023 05:03:49,06/07/2024 09:51:39,399,349,592,87,32,50,Python,87.47%
567,slidev,https://github.com/slidevjs/slidev,32464,24/04/2021 01:25:23,25/08/2024 01:31:07,1014,953,1219,655,352,0,TypeScript,93.98%
568,awesome-shell,https://github.com/alebcay/awesome-shell,32383,07/07/2014 01:57:42,20/02/2024 05:02:59,57,22,3702,461,0,187,No primary language,38.6%
569,ijkplayer,https://github.com/bilibili/ijkplayer,32365,03/06/2013 04:12:04,26/04/2021 08:51:20,5347,2535,4101,229,0,1217,C,47.41%
570,helix,https://github.com/helix-editor/helix,32363,01/06/2020 04:26:56,25/08/2024 19:27:10,4409,3813,1546,4833,26,0,Rust,86.48%
571,ccxt,https://github.com/ccxt/ccxt,32309,14/05/2017 15:41:56,25/08/2024 18:03:38,10124,9288,2660,13291,67,0,Python,91.74%
572,ShadowsocksX-NG,https://github.com/shadowsocks/ShadowsocksX-NG,32308,10/06/2016 11:49:00,28/03/2023 13:55:49,1351,1044,2998,118,29,516,Swift,77.28%
573,typst,https://github.com/typst/typst,32289,24/09/2019 21:41:56,23/08/2024 21:37:03,2382,1785,1797,1506,16,2,Rust,74.94%
574,material-design-lite,https://github.com/google/material-design-lite,32282,14/01/2015 22:01:33,27/06/2017 21:19:00,2185,1812,3511,1196,14,2616,HTML,82.93%
575,carbon-lang,https://github.com/carbon-language/carbon-lang,32265,27/04/2020 21:45:16,24/08/2024 19:44:07,597,493,1581,3334,67,1,C++,82.58%
576,expo,https://github.com/expo/expo,32256,15/08/2016 17:14:25,25/08/2024 22:28:29,14270,13836,2932,15785,0,0,TypeScript,96.96%
577,husky,https://github.com/typicode/husky,32215,23/06/2014 12:14:21,24/08/2024 16:45:25,1034,1002,3716,424,78,1,JavaScript,96.91%
578,gitness,https://github.com/harness/gitness,32055,07/02/2014 07:54:44,24/08/2024 02:34:05,1946,1806,3852,1493,41,1,Go,92.81%
579,framework,https://github.com/laravel/framework,32039,10/01/2013 21:27:28,23/08/2024 18:49:36,18131,18122,4245,30447,748,2,PHP,99.95%
580,JavaScript,https://github.com/TheAlgorithms/JavaScript,31986,13/07/2017 06:12:33,23/06/2024 11:40:42,192,188,2600,1459,0,63,JavaScript,97.92%
581,solid,https://github.com/solidjs/solid,31947,24/04/2018 16:36:27,13/08/2024 21:04:29,987,907,2315,428,34,12,TypeScript,91.89%
582,penpot,https://github.com/penpot/penpot,31939,29/12/2015 22:09:07,23/08/2024 10:37:25,1524,1200,3162,3246,40,2,Clojure,78.74%
583,easyexcel,https://github.com/alibaba/easyexcel,31873,06/02/2018 03:14:08,06/08/2024 10:40:45,3443,3067,2392,455,13,19,Java,89.08%
584,logseq,https://github.com/logseq/logseq,31736,23/05/2020 00:06:06,24/08/2024 11:25:51,7604,6064,1555,3281,147,1,Clojure,79.75%
585,gradio,https://github.com/gradio-app/gradio,31734,19/12/2018 08:24:04,22/08/2024 19:10:09,4635,4120,2076,4170,1000,3,Python,88.89%
586,fastify,https://github.com/fastify/fastify,31726,28/09/2016 19:10:14,22/08/2024 17:15:12,1972,1900,2888,3289,284,3,JavaScript,96.35%
587,sqlmap,https://github.com/sqlmapproject/sqlmap,31722,26/06/2012 09:52:15,25/08/2024 22:09:58,5211,5163,4443,399,9,0,Python,99.08%
588,RSSHub,https://github.com/DIYgod/RSSHub,31608,02/04/2018 14:43:21,25/08/2024 16:33:53,5411,5103,2337,10880,0,0,TypeScript,94.31%
589,android-open-project,https://github.com/Trinea/android-open-project,31598,05/01/2014 15:20:15,31/01/2024 02:42:24,84,74,3885,304,0,207,No primary language,88.1%
590,awesome-awesomeness,https://github.com/bayandin/awesome-awesomeness,31574,08/07/2014 05:44:19,24/03/2022 09:30:22,68,52,3701,415,0,885,Ruby,76.47%
591,GitHubDaily,https://github.com/GitHubDaily/GitHubDaily,31573,30/12/2018 13:56:58,31/12/2023 06:33:50,439,167,2065,19,0,238,No primary language,38.04%
592,GPT-SoVITS,https://github.com/RVC-Boss/GPT-SoVITS,31545,14/01/2024 18:05:21,23/08/2024 09:47:27,1119,600,224,411,1,2,Python,53.62%
593,run,https://github.com/The-Run-Philosophy-Organization/run,31414,10/04/2022 05:42:40,02/01/2024 05:44:30,251,212,868,219,0,236,No primary language,84.46%
594,nushell,https://github.com/nushell/nushell,31351,10/05/2019 16:59:42,25/08/2024 18:13:05,5587,4256,1934,7452,98,0,Rust,76.18%
595,beego,https://github.com/beego/beego,31347,29/02/2012 02:32:08,22/08/2024 13:32:16,3336,3330,4561,2181,33,3,Go,99.82%
596,Coursera-ML-AndrewNg-Notes,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes,31320,04/11/2017 10:04:08,10/03/2022 14:03:38,67,15,2486,36,0,899,HTML,22.39%
597,system-design,https://github.com/karanpratapsingh/system-design,31294,15/08/2022 18:59:54,18/01/2024 22:14:22,20,19,741,22,0,220,No primary language,95.0%
598,certbot,https://github.com/certbot/certbot,31241,12/11/2014 02:52:20,19/08/2024 22:24:39,5309,5132,3574,4634,52,6,Python,96.67%
599,pytorch-image-models,https://github.com/huggingface/pytorch-image-models,31229,02/02/2019 05:51:12,23/08/2024 18:47:42,902,858,2031,510,59,2,Python,95.12%
600,AgentGPT,https://github.com/reworkd/AgentGPT,31191,07/04/2023 02:29:19,15/07/2024 23:15:09,456,334,506,1025,12,40,TypeScript,73.25%
601,chatgpt-web,https://github.com/Chanzhaoyu/chatgpt-web,31186,09/02/2023 03:21:37,19/07/2024 03:07:35,1742,1741,563,334,43,37,Vue,99.94%
602,graphql-engine,https://github.com/hasura/graphql-engine,31017,18/06/2018 07:57:36,23/08/2024 16:03:58,6200,3978,2260,3377,270,2,TypeScript,64.16%
603,jQuery-File-Upload,https://github.com/blueimp/jQuery-File-Upload,30965,01/12/2010 15:35:32,25/09/2021 09:57:16,3307,3258,5016,374,0,1065,PHP,98.52%
604,engineering-blogs,https://github.com/kilimchoi/engineering-blogs,30963,13/06/2015 18:25:17,05/06/2024 03:24:08,91,74,3361,1063,0,81,Ruby,81.32%
605,poetry,https://github.com/python-poetry/poetry,30901,28/02/2018 15:23:47,18/08/2024 16:13:21,5829,5221,2370,2886,133,7,Python,89.57%
606,NewPipe,https://github.com/TeamNewPipe/NewPipe,30883,03/09/2015 23:39:26,14/08/2024 23:53:28,8904,7721,3278,2135,131,10,Java,86.71%
607,swc,https://github.com/swc-project/swc,30851,22/12/2017 11:40:14,24/08/2024 13:58:06,3497,3163,2438,5349,540,1,Rust,90.45%
608,Python,https://github.com/geekcomputers/Python,30848,30/11/2011 09:04:08,24/08/2024 06:53:10,408,131,4652,1880,0,1,Python,32.11%
609,Langchain-Chatchat,https://github.com/chatchat-space/Langchain-Chatchat,30833,31/03/2023 12:12:45,24/08/2024 12:06:23,3739,3639,513,829,31,1,TypeScript,97.33%
610,linux-command,https://github.com/jaywcjlove/linux-command,30805,12/11/2016 15:44:26,15/08/2024 13:19:44,183,116,2843,407,27,10,Markdown,63.39%
611,vault,https://github.com/hashicorp/vault,30780,25/02/2015 00:15:59,23/08/2024 23:17:19,6109,5072,3469,21903,146,1,Go,83.03%
612,awesome-php,https://github.com/ziadoz/awesome-php,30768,26/11/2013 03:14:19,18/08/2024 12:03:02,136,134,3925,1121,0,7,No primary language,98.53%
613,zsh-autosuggestions,https://github.com/zsh-users/zsh-autosuggestions,30757,26/10/2013 16:09:37,07/09/2023 14:58:48,589,450,3956,208,0,353,Shell,76.4%
614,clash-verge-rev,https://github.com/clash-verge-rev/clash-verge-rev,30722,21/11/2023 18:24:03,23/08/2024 18:02:17,1462,1224,278,134,39,2,TypeScript,83.72%
615,cal.com,https://github.com/calcom/cal.com,30716,22/03/2021 13:47:42,25/08/2024 09:31:46,6516,5786,1252,9445,281,0,TypeScript,88.8%
616,openpose,https://github.com/CMU-Perceptual-Computing-Lab/openpose,30679,24/04/2017 14:06:31,03/08/2024 01:40:45,1963,1660,2680,260,15,22,C++,84.56%
617,OpenHands,https://github.com/All-Hands-AI/OpenHands,30659,13/03/2024 03:33:31,25/08/2024 22:10:21,1278,1154,165,2188,9,0,Python,90.3%
618,Blog,https://github.com/mqyqingfeng/Blog,30641,13/03/2017 10:04:33,15/12/2023 03:01:37,314,98,2722,8,0,254,No primary language,31.21%
619,MS-DOS,https://github.com/microsoft/MS-DOS,30581,25/06/2018 18:26:02,25/04/2024 22:32:27,0,0,2253,373,0,122,Assembly,0%
620,rxjs,https://github.com/ReactiveX/rxjs,30553,15/03/2015 06:17:10,28/06/2024 06:45:38,3147,2934,3451,3899,2,58,TypeScript,93.23%
621,modern-unix,https://github.com/ibraheemdev/modern-unix,30537,12/01/2021 00:50:14,04/02/2023 00:02:48,81,16,1321,57,0,568,No primary language,19.75%
622,leetcode,https://github.com/doocs/leetcode,30505,16/09/2018 14:03:03,25/08/2024 12:03:19,43,41,2170,3272,20,0,Java,95.35%
623,vimrc,https://github.com/amix/vimrc,30502,29/05/2012 16:19:29,13/02/2024 14:13:23,510,510,4471,248,0,194,Vim Script,100.0%
624,yew,https://github.com/yewstack/yew,30443,16/12/2017 14:19:02,23/08/2024 16:32:19,1236,1121,2444,2159,35,2,MDX,90.7%
625,spacedrive,https://github.com/spacedriveapp/spacedrive,30346,27/09/2021 05:09:04,20/08/2024 22:28:06,442,366,1063,2010,25,5,TypeScript,82.81%
626,p3c,https://github.com/alibaba/p3c,30338,23/06/2017 06:15:51,11/05/2022 03:50:37,856,698,2620,136,0,837,Kotlin,81.54%
627,learnGitBranching,https://github.com/pcottle/learnGitBranching,30324,13/08/2012 22:36:09,23/08/2024 23:22:45,477,447,4394,648,0,1,JavaScript,93.71%
628,ruff,https://github.com/astral-sh/ruff,30323,09/08/2022 17:17:44,24/08/2024 08:53:27,5016,4029,747,7780,321,1,Rust,80.32%
629,How-To-Ask-Questions-The-Smart-Way,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,30313,28/03/2015 16:52:40,05/12/2023 04:25:52,29,22,3438,109,0,264,JavaScript,75.86%
630,libpku,https://github.com/lib-pku/libpku,30306,22/11/2018 13:33:06,17/01/2020 14:56:26,41,31,2103,34,0,1682,TeX,75.61%
631,html2canvas,https://github.com/niklasvh/html2canvas,30302,16/07/2011 01:05:58,22/01/2022 16:27:44,2574,1654,4789,491,45,946,TypeScript,64.26%
632,NeteaseCloudMusicApi,https://github.com/Binaryify/NeteaseCloudMusicApi,30269,22/06/2016 11:58:03,28/02/2024 02:47:36,1337,1190,2986,457,0,179,No primary language,89.01%
633,serenity,https://github.com/SerenityOS/serenity,30255,02/12/2018 19:28:41,25/08/2024 14:34:38,4172,3467,2093,20712,0,0,C++,83.1%
634,portainer,https://github.com/portainer/portainer,30190,19/05/2016 20:15:28,22/08/2024 22:55:43,5614,5156,3020,5444,118,2,TypeScript,91.84%
635,nps,https://github.com/ehang-io/nps,30153,04/11/2018 13:22:51,09/10/2021 07:18:41,1172,697,2121,110,59,1051,Go,59.47%
636,spring-boot-examples,https://github.com/ityouknow/spring-boot-examples,30151,05/11/2016 05:32:33,29/12/2022 02:11:03,106,99,2850,51,0,605,Java,93.4%
637,faiss,https://github.com/facebookresearch/faiss,30144,07/02/2017 16:07:05,23/08/2024 18:08:39,2443,2234,2756,1121,16,2,C++,91.44%
638,lottie-web,https://github.com/airbnb/lottie-web,30140,20/02/2015 21:02:59,26/03/2024 13:38:23,2851,2119,3474,247,0,152,JavaScript,74.32%
639,swr,https://github.com/vercel/swr,30139,28/10/2019 18:16:01,31/05/2024 23:58:45,901,799,1763,932,115,85,TypeScript,88.68%
640,dotfiles,https://github.com/mathiasbynens/dotfiles,30108,05/09/2011 18:07:54,09/04/2024 20:59:24,389,248,4738,622,0,138,Shell,63.75%
641,selenium,https://github.com/SeleniumHQ/selenium,30067,14/01/2013 21:40:56,23/08/2024 13:13:01,10326,10169,4241,3958,96,2,Java,98.48%
642,AnotherRedisDesktopManager,https://github.com/qishibo/AnotherRedisDesktopManager,30064,08/01/2019 06:01:56,11/07/2024 08:12:45,990,872,2056,208,49,45,JavaScript,88.08%
643,fairseq,https://github.com/facebookresearch/fairseq,30056,29/08/2017 16:26:12,22/07/2024 08:17:18,4180,3049,2553,1341,16,34,Python,72.94%
644,HEAD,https://github.com/joshbuchea/HEAD,29972,20/04/2016 20:05:37,31/12/2022 23:44:05,93,73,3049,153,0,602,No primary language,78.49%
645,jq,https://github.com/jqlang/jq,29968,18/07/2012 19:57:25,23/08/2024 23:44:08,2200,1828,4421,934,13,1,C,83.09%
646,autogen,https://github.com/microsoft/autogen,29950,18/08/2023 11:43:45,22/08/2024 09:58:08,1570,948,373,1569,58,3,Jupyter Notebook,60.38%
647,C-Plus-Plus,https://github.com/TheAlgorithms/C-Plus-Plus,29912,16/07/2016 10:19:45,12/02/2024 20:03:19,287,276,2962,2398,0,195,C++,96.17%
648,nacos,https://github.com/alibaba/nacos,29872,15/06/2018 06:49:27,22/08/2024 07:58:50,8467,8229,2263,3929,69,3,Java,97.19%
649,detectron2,https://github.com/facebookresearch/detectron2,29810,05/09/2019 21:30:20,22/08/2024 17:00:16,3491,3062,1816,679,10,3,Python,87.71%
650,vue-cli,https://github.com/vuejs/vue-cli,29758,26/12/2015 23:11:20,09/11/2022 02:58:56,5484,4553,3164,1815,177,655,JavaScript,83.02%
651,linux-insides,https://github.com/0xAX/linux-insides,29745,03/01/2015 18:44:57,17/06/2024 16:01:40,182,152,3522,661,0,69,Python,83.52%
652,cockroach,https://github.com/cockroachdb/cockroach,29743,06/02/2014 00:18:47,25/08/2024 02:39:00,64783,59465,3853,64646,0,0,Go,91.79%
653,pytorch-tutorial,https://github.com/yunjey/pytorch-tutorial,29726,10/03/2017 07:41:47,06/07/2020 03:36:38,178,113,2725,70,0,1511,Python,63.48%
654,jsoncrack.com,https://github.com/AykutSarac/jsoncrack.com,29702,30/01/2022 15:25:18,22/08/2024 20:42:21,219,181,938,135,20,3,TypeScript,82.65%
655,HowToLiveLonger,https://github.com/geekan/HowToLiveLonger,29682,16/04/2022 04:15:18,30/01/2024 12:11:22,129,103,862,25,0,208,No primary language,79.84%
656,memos,https://github.com/usememos/memos,29656,08/12/2021 15:30:18,24/08/2024 14:38:22,1872,1841,991,1629,67,1,Go,98.34%
657,foundation-sites,https://github.com/foundation/foundation-sites,29652,13/10/2011 23:05:42,05/08/2024 18:59:53,8234,8160,4699,4095,78,20,HTML,99.1%
658,ChatTTS,https://github.com/2noise/ChatTTS,29645,27/05/2024 18:26:49,14/08/2024 11:03:14,477,385,90,229,1,11,Python,80.71%
659,awesome-docker,https://github.com/veggiemonk/awesome-docker,29625,21/09/2014 17:01:48,22/08/2024 09:36:31,125,125,3626,999,1,3,No primary language,100.0%
660,jax,https://github.com/google/jax,29618,25/10/2018 21:25:02,25/08/2024 05:51:45,5441,4137,2131,15013,109,0,Python,76.03%
661,symfony,https://github.com/symfony/symfony,29573,04/01/2010 14:21:21,22/08/2024 20:18:59,20220,19692,5347,33273,507,3,PHP,97.39%
662,spaCy,https://github.com/explosion/spaCy,29544,03/07/2014 15:15:40,20/08/2024 10:16:08,5622,5510,3706,4009,125,5,Python,98.01%
663,ControlNet,https://github.com/lllyasviel/ControlNet,29523,01/02/2023 02:43:30,09/09/2023 19:09:12,537,131,571,43,0,351,Python,24.39%
664,slate,https://github.com/ianstormtaylor/slate,29522,18/06/2016 01:52:42,23/08/2024 05:43:00,3125,2488,2990,2404,174,2,TypeScript,79.62%
665,floating-ui,https://github.com/floating-ui/floating-ui,29514,29/03/2016 17:00:47,25/08/2024 11:54:51,1345,1331,3071,1245,446,0,TypeScript,98.96%
666,LLaMA-Factory,https://github.com/hiyouga/LLaMA-Factory,29494,28/05/2023 10:09:12,21/08/2024 14:13:07,4639,4508,455,314,30,4,Python,97.18%
667,my-tv,https://github.com/lizongying/my-tv,29456,04/12/2023 12:18:39,31/05/2024 04:27:23,892,763,265,21,72,86,C,85.54%
668,react-boilerplate,https://github.com/react-boilerplate/react-boilerplate,29446,18/02/2015 14:36:32,18/04/2019 17:48:40,1902,1822,3476,1194,16,1956,JavaScript,95.79%
669,phantomjs,https://github.com/ariya/phantomjs,29442,27/12/2010 08:18:58,13/07/2020 15:08:08,4745,4731,4990,1137,0,1504,C++,99.7%
670,calculator,https://github.com/microsoft/calculator,29440,28/01/2019 17:55:49,13/08/2024 01:52:35,1046,701,2036,1135,0,12,C++,67.02%
671,chatgpt-on-wechat,https://github.com/zhayujie/chatgpt-on-wechat,29419,07/08/2022 08:33:41,25/08/2024 09:16:11,1747,1496,749,397,57,0,Python,85.63%
672,layui,https://github.com/layui/layui,29414,22/09/2015 08:12:03,25/08/2024 14:18:04,1017,991,3260,772,125,0,JavaScript,97.44%
673,lede,https://github.com/coolsnowwolf/lede,29414,06/09/2017 07:39:03,20/08/2024 09:34:00,8545,7816,2545,3421,6,5,C,91.47%
674,gpt-pilot,https://github.com/Pythagora-io/gpt-pilot,29397,16/08/2023 11:56:07,12/08/2024 17:02:48,511,293,375,484,0,13,Python,57.34%
675,sequelize,https://github.com/sequelize/sequelize,29385,22/07/2010 07:11:11,23/06/2024 01:17:46,10316,9477,5148,6517,478,63,TypeScript,91.87%
676,webtorrent,https://github.com/webtorrent/webtorrent,29373,15/10/2013 08:16:40,23/08/2024 10:00:05,1634,1565,3967,1127,191,2,JavaScript,95.78%
677,project-guidelines,https://github.com/elsewhencode/project-guidelines,29366,30/06/2017 10:17:55,13/09/2022 13:41:10,38,29,2613,132,0,712,JavaScript,76.32%
678,echo,https://github.com/labstack/echo,29321,01/03/2015 17:43:01,16/08/2024 06:16:52,1416,1365,3465,976,104,9,Go,96.4%
679,Sortable,https://github.com/SortableJS/Sortable,29300,19/12/2013 10:10:13,22/03/2024 21:13:06,1783,1329,3902,505,26,156,JavaScript,74.54%
680,leakcanary,https://github.com/square/leakcanary,29295,29/04/2015 23:54:16,08/06/2024 01:11:32,1606,1512,3405,1060,43,78,Kotlin,94.15%
681,stanford_alpaca,https://github.com/tatsu-lab/stanford_alpaca,29291,10/03/2023 23:33:09,30/05/2023 04:36:57,267,97,533,49,0,453,Python,36.33%
682,interactive-coding-challenges,https://github.com/donnemartin/interactive-coding-challenges,29284,28/04/2015 21:36:39,05/08/2020 00:56:10,67,32,3407,240,0,1481,Python,47.76%
683,OpenBB,https://github.com/OpenBB-finance/OpenBB,29282,20/12/2020 10:46:38,22/08/2024 22:06:57,2042,2016,1344,4390,37,3,Python,98.73%
684,maybe,https://github.com/maybe-finance/maybe,29262,01/01/2024 22:23:46,25/08/2024 21:48:46,327,320,237,670,16,0,Ruby,97.86%
685,es6features,https://github.com/lukehoban/es6features,29212,03/03/2014 18:29:30,24/07/2016 04:51:37,57,36,3828,74,0,2954,No primary language,63.16%
686,500lines,https://github.com/aosabook/500lines,29199,04/11/2013 02:02:53,11/02/2017 13:21:44,70,39,3947,231,0,2752,JavaScript,55.71%
687,Hover,https://github.com/IanLunn/Hover,29186,02/01/2014 14:27:35,11/10/2022 20:18:07,107,83,3888,67,10,684,SCSS,77.57%
688,etcher,https://github.com/balena-io/etcher,29145,27/10/2015 16:53:23,18/07/2024 18:13:00,2219,1793,3225,2063,280,38,TypeScript,80.8%
689,COVID-19,https://github.com/CSSEGISandData/COVID-19,29136,04/02/2020 22:03:53,10/03/2023 13:30:49,3759,2079,1664,2773,0,534,No primary language,55.31%
690,upscayl,https://github.com/upscayl/upscayl,29121,30/07/2022 17:19:20,14/08/2024 07:02:42,723,686,757,83,27,11,TypeScript,94.88%
691,Flowise,https://github.com/FlowiseAI/Flowise,29078,31/03/2023 12:23:09,25/08/2024 18:08:42,1278,862,513,1053,48,0,TypeScript,67.45%
692,Deep-Live-Cam,https://github.com/hacksider/Deep-Live-Cam,29075,24/09/2023 13:19:31,24/08/2024 09:38:49,318,144,336,54,1,1,Python,45.28%
693,minikube,https://github.com/kubernetes/minikube,29064,15/04/2016 22:38:35,23/08/2024 20:49:17,9571,8899,3053,9885,148,2,Go,92.98%
694,standard,https://github.com/standard/standard,29040,27/01/2015 01:23:31,19/07/2024 18:43:24,1228,1119,3498,694,5,37,JavaScript,91.12%
695,milvus,https://github.com/milvus-io/milvus,29035,16/09/2019 06:43:43,25/08/2024 17:04:57,11486,10887,1805,21970,86,0,Go,94.78%
